"file","Description"
"693.mp3","苗栗縣政府推動伯公照護站計畫，今年共有67個站點，辦理客家文化及老幼同樂活動，獲客委會核定補助347萬元，全縣18鄉鎮市都設有伯公照護站，提供長者能在此學習健康養身之道，也傳承在地客庄文化。"
"694.mp3","2023世界客家博覽會，8月11日到10月15日將在桃園舉辦，眼看著日期逐漸接近，到目前為止，籌畫內容、進程等，各界都引頸期盼相當關心，多位桃園市議員，質詢世客博臺灣館和世界館的執行進度，同時呼籲不同區域的衛星展館，應注入更多客家特色，以吸引全球民眾造訪。"
"695.mp3","立法院司法法制委員會，將在26日審查雙語國家發展中心設置條例草案，規畫設立雙語國家發展中心，並推動雙語國家政策，不過全教總以及學者認為，這項雙語政策，並沒有具備前瞻性和可行性，因此呼籲停止審議。"
"696.mp3","雖然連續幾天下雨，不過天氣轉好，苗栗縣頭份市的桐花小旅行結合製茶體驗，120個名額報名秒殺。來自全國各地的遊客，除了跟著導覽員漫步後花園步道，還體驗採茶、製茶的過程，收穫滿滿"
"697.mp3","原產於美洲的洋桔梗，因為花形好、觀賞期久，很受到消費者的喜愛，不過由於種苗只適合高冷地區生長，在南部高溫的環境不易培育成功，但屏東縣鹽埔鄉花農花費3年試種，現在3甲地的洋桔梗可以穩定量產。"
"698.mp3","雲林西螺七崁武術享譽全臺，雖然現在已逐漸沒落，不過有一群年輕人組成武術協會，參加今年3月在高雄舉辦的，全國創意宋江陣頭大賽，獲得第2名好成績，他們特別到西螺福興宮表演還願，感謝媽祖保佑。"
"699.mp3","南投縣國姓鄉的門面，國道6號交流道口的國姓驛站，完工營運到現在超過20年，不過這棟純木造建築，目前是腐蝕破損嚴重，現在承租的業者表示，將在合約到期後撤場，消息傳出讓遊客感到不捨，鄉公所也表示將盡力和縣府協商，希望能夠提供到訪遊客，一個舒適的休憩場所。"
"700.mp3","您可曾嚐過黑色的料理，黑色系看起來搞怪又衝突，但是這可不是烤焦了，苗栗市有一位返鄉青年別出心裁，將客家料理和義大利料理結合，以黑色為主題風格，從主餐到甜點都是黑漆漆，這一招吸引不少民眾前來嚐鮮。"
"701.mp3","美國在臺協會AIT處長孫曉雅，日前走訪各地體驗臺灣文化，不僅南下新竹北埔，深入探訪姜阿新洋樓、慈天宮等歷史古建築，感受濃濃客家風情，她也分享這趟旅程使她重新塑造對客家的框架，另外孫曉雅還陪同，18日訪臺的AIT主席羅森伯格，大啖夜市小吃，兩人對美食讚不絕口外，臺灣民眾的熱情也令她們印象深刻。"
"702.mp3","在高雄美濃黃蝶翠谷旁的稻田，因為長期缺水，現在枯黃一片，有農民忍痛宣布放棄，也有農民到上游找水源尋求生路，希望相關單位可以幫忙想辦法，不然明年就可能被迫離開農田。"
"703.mp3","苗栗縣南庄鄉的桂竹筍，因為是採收海拔700公尺以上，山區的桂竹筍，筍肉厚實鮮脆爽口，因此受到很多消費者喜愛，無奈連續3、4年乾旱歉收，南庄鄉農會甚至一度考慮，要停止生產桂竹筍加工農產，但上週的春雨雖然帶來部分災情，卻也為南庄鄉帶來滿山的新鮮桂竹筍。"
"704.mp3","臺東池上鄉衛生所是40年舊建築，雖位於池上市中心，但建物老舊、診療空間不足，臺東縣政府就爭取中央補助，將在舊池上鄉托兒所旁新建衛生所，遷建後除了新增門診外，更多了老人運動復健空間，而面臨相同問題的鹿野鄉衛生所，臺東縣政府，也正在爭取花東基金補助遷建。"
"705.mp3","隨著油桐花陸續綻放，南投縣政府文化局今年聯合5個鄉鎮市公所，舉辦桐花小旅行活動。埔里鎮公所結合在地社區，帶領遊客走訪桐花公園，同時走入客家庄，認識在地客家文化。"
"706.mp3","2023桃園桐花祭遊尞桐花庄，23日在桃園客家文化館登場。桃園市客家局循客家古禮，舉行伯公祭儀祈求國境安康，並宣告花季的到來，邀請大小朋友一起來桃園賞桐做客。"
"707.mp3","在數位化的時代，許多社區報不是轉型為電子報，就是慢慢走入歷史。民國71年創辦的美濃月光山雜誌，至今已有42年歷史，它除了是每10天出刊的社區報紙，每期超過4000份的發行量，是全國真正有收費，且讀者主動訂閱的社區報紙。"
"708.mp3","全國中等學校運動會，22日晚間在新竹縣立體育館舉行開幕儀式，共有來自全國約1500名運動選手和教練參與，新竹縣也以辦喜事的心情，辦理這場睽違近半世紀的全國大型體育賽事。"
"709.mp3","聯合國發布2030永續發展目標SDGs，共有17項核心目標，包括消除貧窮、永續農業、性別平權等，呼籲全球民眾共同關注，苗栗縣三灣圖書館也配合4月23日世界閱讀日，舉辦SDGs聯合國17項目標主題書展，希望透過閱讀讓民眾關注世界議題。"
"710.mp3","一年一度的桐花祭活動，4月開始，從南到北陸續在各縣市登場，嘉義市政府也在今天舉辦2023嘉義市桐花祭活動，今年以幸福與你桐聚為主題，安排客家藝文活動，讓民眾在賞花的同時，也認識嘉義的客家人文。"
"711.mp3","由客家大老溫送珍創立的寶溫盃比賽邁入第16屆，今年的主題是人厓愛快樂長大，聚焦青少年可能會面臨到的生活疑惑，像是品牌迷思、網路霸凌、性別認同等議題，讓參賽小朋友精進客語之外，也學習如何正確面對人生難題。"
"712.mp3","4月22日是世界地球日，臺灣環境資訊協會和關心環境、動物、人文的非營利組織及團體，共同與臺北市客家文化基金會合作，舉辦綠市集、環境講座、繪本故事、綠色手作，透過活動響應愛護地球，永續環境的精神，同時也藉此展現客家人不浪費的精神。"
"713.mp3","新竹縣橫山鄉的內灣村，21年前，新竹縣政府透過復育螢火蟲，加以推動在地生態觀光，每年4、5月當油桐花盛開，許多山林間也會亮起點點星火，螢火蟲漫天飛舞，內灣形象商圈發展協會，今天21日公布，浪漫的螢火蟲季正式開始了。"
"714.mp3","苗栗連日暴雨，山區道路出現多處坍方，但這場大雨也為縣內3座水庫止渴，明德水庫從18日只剩2成多的蓄水率，21日蓄水率一口氣回升到7成2，鯉魚潭水庫和永和山水庫也止跌回升，持續進水中。"
"715.mp3","4月23日是世界閱讀日，接下來跟著鏡頭來看，南投埔里的這處快樂閱讀空間，建校86年的南投縣埔里鎮水尾國小，是一所森林小學，學校在戶外場域，規畫了一塊悠閒自在的環境空間，而慈濟靜思書軒團隊，特別協助水尾國小提升閱讀風氣，提倡從小開始培養閱讀素養。"
"716.mp3","臺灣南部天氣較熱，百香果的成熟期也比中部來得快，看好這樣的先天優勢，高雄美濃地區有不少番茄農，開始試種百香果，希望在番茄產期結束後，繼續有產品賣到市場，也希望以長期養工方式，確保農忙時有人可以幫忙。"
"717.mp3","列為行政院前瞻基礎建設之一的369幸福計畫，而369指的就是臺三線、六堆及臺九線各區的客家庄，其中幸福臺九線計畫，中長期目標要在沿線建立驛站，做為旅遊、社區經濟及青年交流據點，今天21日客委會就在池上，舉辦第4場的推動平臺研習課程，要讓花東地方政府基層公務員，一起集思廣益，提出地方需求及方案。"
"718.mp3","俄烏戰爭仍舊看不到盡頭，國家人權博物館和烏克蘭女性及性別歷史博物館等單位，聯手推出特展，以女性視角出發，用聲音、影像以及衣物敘述戰爭，對烏克蘭人心理和身體的傷害，而女性及性別歷史博物館館長，同時也向臺灣人呼籲，唯有民主才能得勝。"
"719.mp3","屏東大學文化創意產業學系畢業展，今年以無限的圓周率314為主題，象徵文創的豐富多元與無限可能，參展學生發揮敏銳研究，各自展現豐富的文化創意。"
"720.mp3","臺中市柑橘種植面積約2500公頃，其中石岡區就達200多公頃，而在農會舉辦的推廣活動中，展出各產銷班的成果，和多種的柑橘加工品，展現在地推動農業發展的成果。"
"721.mp3","皮影戲是高雄市許多無形的文化資產之一，日前美濃的龍肚國中參加全國創意戲劇比賽，以青雲夢獲得傳統偶戲類皮影戲組國中組的特優，其中，感人的劇情和口白表達的清晰流暢，是青雲夢的一大亮點。"
"722.mp3","迎接423世界閱讀日，文化部推出走讀臺灣系列活動，推薦超過一百本書，共8條走讀路線，主題包含族群文化、山海人文以及世界鏈結等，只要帶著一本書，就能透過作家的文字和圖像，深度認識臺灣。"
"723.mp3","傳統客家花布也可以走文創風，新竹縣文化基金會與藝術家黃秀華合作，發展出文創品牌，將傳統花布設計包裝成絲巾禮盒，在竹北市新瓦屋的藝文空間展出，大展現花布的獨到魅力。"
"724.mp3","明天就是世界地球日，在全球暖化，極端氣候頻繁發生的當下，怎麼減少溫室氣體的排放，成了各國努力的目標，近年來更有環保團體，從農業下手發起種碳計畫，希望透過友善土地的耕作方式，增加土壤的固碳能力，達成減少溫室氣體排放的效果，今天的小農拚減碳專題，就先帶大家來了解什麼是種碳。"
"725.mp3","國家文藝將得主宋澤萊，本名廖偉竣是雲林詔安客家人，雲林縣崙背國小，辦理閱讀客家之美系列活動，特別邀請宋澤萊到學校，帶來一場精彩溫馨的文學饗宴。"
"726.mp3","推動臺灣小農種碳計畫，對農民來說，除了以更友善的方式對待土地，同時也有機會產生碳匯，獲得國際減碳認證，進一步創造農產品的附加價值，而目前全臺已有超過300位農民加入，大約270公頃的土地，其中面積占了一半以上，位於花蓮玉里的長良里，當地農民也希望，未來能以臺灣種碳第一里的名號，發展生態旅遊。"
"727.mp3","至於碳要怎麼種呢？繼續來看在花蓮壽豐，從事有機農業已有20多年經驗的江玉寶，他是小農種碳計畫中的一員，在他的農場裡，各種農業廢棄物都被他當成珍寶，多年來他貫徹有機農法，要減少對環境的衝擊，也希望藉此拋磚引玉。"
"728.mp3","邁入第九屆的鍾肇政文學獎，開始徵件，這次以文字造山為主題，希望鼓勵寫作者，透過不斷與自我，和社會發生碰撞、衝突，創作別具特色的文學地景，展現桃園文學特色與活力。"
"729.mp3","今天是性別平等教育日，會有這個日子，要說到23年前，也就是2000年4月20日，屏東高樹國中的學生葉永鋕事件，當時就讀國三的葉永鋕，因陰柔特質遭霸凌，當天他課堂中離開教室去上廁所，卻發生意外離世，這起事件促成訂定性別教育平等法，教育部去年，將4月20日定為性別平等教育日，讓社會了解孩子各具獨特多元特質，打破性別刻板印象，保障他們的權益不受侵害。"
"730.mp3","屏東縣幅員狹長，自103年起從北到南規畫7個轉運站，並挹注偏鄉運輸經費，推動幸福巴士20計畫，在平地偏鄉地區，規畫19條小黃公車路線，不過由於屏東縣醫療院所，大多集中在屏東市，小黃公車路線僅限於轉運站範圍，萬巒鄉公所因而發起看診幸福巴士，國內知名醫療集團20日捐贈巴士，滿足長者就醫時的交通需求。"
"731.mp3","屏東縣高樹鄉善導書院，今年帶領小朋友，所種植的高麗菜和鳳梨，因為近來市場價格低迷，書院決定以4顆100元的價格，開放民眾體驗自採，另外滯銷的鳳梨，也將全數做為加工製品。"
"732.mp3","國土計畫法，各縣市政府陸續完成分區規畫，南投縣中寮鄉北中寮地區民眾，今天20日自辦國土計畫說明會，邀請縣府人員及地方民意代表，希望透過公開討論相互表達意見，同時也建議在未有完整配套前，應該先暫緩實施，現場氣氛緊繃。"
"733.mp3","今年將發包的臺9線花蓮玉里到富里段拓寬工程中，位於沿線上，富里鄉吳江村的老樟樹跟風水石，被當地居民認為是，有百年歷史的客庄地標，多次溝通後目前工程確定保留據點，未來也將會是花東縱谷公路的重要景觀。"
"734.mp3","不只是臺東市立幼兒園，全國各鄉鎮立托兒所，改制的幼兒園，都會面臨大班新聘教師的問題，像是關山鎮或鹿野鄉公所，都表示願意配合政策，但公所缺乏正式教師職缺，薪資福利都比不上國小附幼，要能聘到符合資格的教師，是困難重重。"
"735.mp3","幼兒教育及照顧法規定，民國114年2025年時，幼兒園5歲以上大班，至少要有一位專任教師照護，這項法令用意在，保障幼兒教育與照顧，但卻變成了地方的財政與人事負擔，部分鄉鎮更藉此裁撤幼兒園，教育部卻表示，依照幼教法規定，鄉鎮公所可以增列教師職缺，自101年開始，每年中央也都有補助，鄉鎮公所幼兒園人事相關經費。"
"736.mp3","大雨襲擊苗栗縣，苗21線、苗62線，多處都發生嚴重落石事件，苗21線35公里南庄鄉東河村路段，從19日下午開始持續落石，南庄鄉公所，暫時封閉道路至20日上午6點，由於雨勢不斷，公所呼籲暫時先避免進入。"
"737.mp3","臺東市立幼兒園雖然辦學成效良好，學生數仍有近百位，但因臺東市公所，每年虧損約7百萬元，市民代表會認為財政負擔大，又礙於幼教法規定，有大班的幼兒園，須在2025年前新增教師，因此市代會在去年決議停招裁廢，有幼兒園家長就發起連署，要求保留這間經營很好的幼兒園，而市公所及市代會，雖然順應民意暫緩停招，但能否新增教師職缺仍有疑慮。"
"738.mp3","母親節將近，桃園中壢真善美社會福利基金會，持續15年推出憨兒手作玫瑰花，這次邀請藝人林舒語擔任公益代言大使，來幫忙推廣憨兒手作玫瑰花。"
"739.mp3","花東鐵路，每逢假日或旅遊旺季一票難求，困擾許多臺東民眾，行政院在2021年核定的花東鐵路雙軌化計畫，第一期工程臺東到知本段，今天20日正式開工，交通部預計在2027年10月，臺鐵花蓮到臺東雙軌通車後，運量能提升2至3倍，行車時間更能縮短至15小時，減少臺東居民火車票難買的問題。"
"740.mp3","苗栗市地標新東大橋，3年前因設備損壞熄燈，苗栗縣政府向客委會、公路總局爭取經費修繕，19日晚間重新點燈，未來每天晚上整點都有5分鐘的燈光秀，期望再度成為地方觀光亮點。"
"741.mp3","臺南市客家文化協會舉辦客家耆老經驗傳客活動，19日由榮譽理事長也是府城真樂軒客家八音樂團團長溫紹炳主講，客家八音的內容與興衰，其中他也表達客家八音將可能斷層的憂慮，希望能有更多生力軍傳承客家八音。"
"742.mp3","雲林縣有118處古蹟及歷史建築，其中有一半是日治時期的舊建築，有許多因年久失修而荒廢，在崙背鄉及二崙鄉的舊警察宿舍，就是其中之一，雲林縣政府要將這兩處舊建築重新整修，以帶動地方文學及藝術發展。"
"743.mp3","苗栗縣頭份市公所今年編列7千萬經費，將興建3個社區的聯合活動中心，另外與頭份戶政事務所共構的兩個活動中心，也編列7千萬元，要趕上社區關懷據點的進度，提供場域發展長照。"
"744.mp3","為鼓勵長者走出戶外，培養健康的休閒運動習慣，苗栗縣政府整合18鄉鎮市資源規畫一系列融入地方農業文化特色活動，讓長者自己試著動手DIY，學習健康養身之道。"
"745.mp3","由國際博物館協會在1977年5月18日制定的國際博物館日，主要是在號召世界各國關注博物館和文化事業，六堆客家文化園區響應518國際博物館日，將結合客庄社團，在5月6日舉辦手作體驗活動，有藍染、醃製高麗菜酸、鳳梨豆醬手作和客家窗花等，用客家的溫度帶大家認識，客家產業與文化。"
"746.mp3","為了讓在地小朋友了解自身生長環境，桃園市平鎮觀光文化導覽協會舉辦老街溪鐵橋爺爺風彩繪暨客語走讀導覽活動，透過耆老的生動解說，讓孩子走出教室，親近環境並進行彩繪，用這樣輕鬆活潑的方式，提升孩子對在地歷史的認知。"
"747.mp3","4月22日世界地球日即將到來，環保署參考日本、美國減碳行動，發布食衣住行等六大項淨零綠生活指引，提供民眾簡易做法，在生活中實踐減碳、綠生活理念。"
"748.mp3","為了行銷世界客家博覽會，桃園市青年局舉辦一場特別的環島計畫，以後生共下飛為題，在5月每週以2天1夜營隊，在苗栗、臺中、高雄、花蓮，帶領青年以在地傳承與技藝、風土晚宴、歌謠創作來認識客家，未來希望大家能參與，青年局世客博展區策展，讓後生的力量藉由活動得以匯聚。"
"749.mp3","南投縣埔里鎮有一對詹姓姊弟，在思念長輩之餘，也秉持回饋鄉里的作法，在母親節的前夕，特別邀請餐飲同業及學生團隊，結合南投縣福祿壽關懷協會，在良顯堂廣場舉辦感恩餐會，讓長輩們品嚐傳統客家料理，同時預祝長輩們母親節快樂。"
"750.mp3","為培養青年學子多元發展，提供青年揮灑自我的表演舞台，苗栗縣政府舉辦青年才藝徵選活動，只要是苗栗縣高中職或大專生都可報名，希望透過徵選活動，發掘培植未來潛力人才，鼓勵青年勇敢逐夢。"
"751.mp3","屏東潮州一對夫妻，原本以養豬為生，但因為飼料價格激增，養豬已不敷成本，他們便向長治鄉一位老師傅，拜師學做爆米花，現在一家四口人，每週定點都在路旁，露天賣爆米花，薄利多銷。"
"752.mp3","就連生命紀念館的塔位，都有可能成為詐騙集團的素材，苗栗縣後龍鎮興建納骨塔聚善堂，預計在今年夏天取得使用執照正式營運，沒想到最近後龍鎮公所職員，卻發現民眾親自到鎮公所，表示自己接到通知要繳錢了，後龍鎮公所憂心，聚善堂被詐騙集團利用，呼籲民眾一定要提高警覺。"
"753.mp3","為了讓海外僑胞，能夠品嚐到思念的家鄉味，僑委會找來國內多名主廚，5月到10月，將陸續前往五大洲、20個國家，展開臺灣美食國際巡迴講座，這次有不少廚師，都在料理中加入客家風味，讓臺灣特色美食飄香國際。"
"754.mp3","臺東市森林公園內的琵琶湖，是著名景點，湖光山色美景吸引許多遊客，由於今年雨量偏少，地下水位也跟著下降，這個由地下水自然湧出形成的湖泊，也開始乾涸，臺東縣政府農業處，就抽取地下水補注，但效果有限，水位仍不到平日的4成。"
"755.mp3","為了生態永續，2017年高雄美濃湖有一群愛鳥人士，自發性在池畔復育水雉棲地，近年為了讓水鳥有更穩定的棲息場所，不但成立了美濃湖水雉復育工作站，還種了臺灣原生種水生植物，希望透過在地保種方式，復育更多的水鳥。"
"756.mp3","屏東縣石斑魚養殖戶約有700餘戶，養殖面積約610公頃，年產量約6700餘噸，約占全臺4成左右，年產值高達新臺幣16億元以上，中國去年6月13日起，暫停臺灣石斑輸入，屏東縣政府協助業者拓展市場，成功出口到馬來西亞，供應當地的餐廳使用，首批20噸石斑魚，17日封櫃啟航。"
"757.mp3","有一家光電業者，打算在苗栗縣銅鑼鄉西湖溪堤岸設置太陽能光電場，附近居民得知這項消息後極力反彈，開始在沿路上掛出白布條，導致原本要召開的說明會臨時取消，苗栗縣政府表示，將要求業者先蒐集意見，提出修正或替代方案，若無法獲得民眾同意，那麼將不排除中止這項計畫。"
"758.mp3","許多人吃火鍋時喜歡加豆皮，臺灣豆皮工廠大約有64家，其中雲林縣就占43家，囊括全臺8成以上的產量，最近溫度逐漸提升，尤其夏天又快到了，環境悶熱，這對生產豆皮的業者來說，是一項嚴酷的考驗。"
"759.mp3","詐騙案件層出不窮，最近隨著民眾領到普發6000元，已經銷聲匿跡好一陣子的鹿茸鏢客又再度出現，尤其鎖定跟銀髮族長輩，兜售來路不明的鹿茸，對此中華民國養鹿協會及南投縣國姓鄉公所，呼籲並提醒消費者，如要購買鹿茸可到優良鹿場選購，以免花錢又傷身。"
"760.mp3","112年和113年，中央前瞻計畫，規畫將持續投入超過70億元，推行雙語政策，不過就有民間團體不滿，雙語政策牴觸國家語言發展法的精神，且指出政策配套不足，會影響教師教學和學生的學習成效，因此要求，暫停雙語政策推動和立法，民間團體發動線上表達意見，從14日上線到現在，已經超過6千人附議贊成廢除，教育部對此則回應，雙語政策，將會分年、分階段逐步進行。"
"761.mp3","拚能源轉型，各地陸續出現光電開發案，在花蓮玉里的三民養殖專區，因為近年來養殖戶萎縮，有業者打算在這裡承租超過200公頃的廢棄魚池開發光電，對此有民眾贊同，認為是土地再利用，但也有人擔心開發案欠缺把關。"
"762.mp3","苗栗縣竹南鎮假日之森的自行車道，因為沿海岸線風光秀麗，吸引不少人潮，不過因為當地潮汐水流沖刷，造成自行車道的路基崩塌，危及自行車道，由於部分路面已塌陷，苗栗縣政府與中央相關單位會勘後，打算往截彎改道方向規畫。"
"763.mp3","2023桃園彩色海芋季，昨天16日下午閉幕，桃園市農業局長陳冠義表示，這16天活動展期，共計湧入超過115萬參觀人次，透過休區與青農的合作，讓地方農業經驗累積，進而帶動地方農產經濟發展。"
"764.mp3","112年全中運倒數登場，為了開幕式的表演，昨天16日下午，新竹縣各級學校的學生以及民間團體，在縣立體育館進行表演節目排練，全中運執委會主委楊文科，到現場為表演者打氣，這場媲美國際級的大型表演，設計融入各族群特色文化，邀請全國民眾，在4月22日到新竹縣共襄盛舉。"
"765.mp3","根據內政部戶政司，2018年全國姓名統計，臺灣邱姓約有34萬3千多人，每年清明節後的第2個星期日，全國邱姓的宗親代表，會聚集在彰化永靖的邱氏宗祠，祭拜遠祖姜太公，藉此凝聚宗親的向心力。"
"766.mp3","今天16日是柬埔寨的新年，近百位從全臺各地來的，柬埔寨新住民姐妹帶著家人，一起到高雄美濃參加新年活動，現場除了準備傳統美食和音樂，還有不少新住民二代，隨著母親認識家鄉文化。"
"767.mp3","每年3月底開始，全國各地的蜂農就會帶著蜜蜂大軍，進駐南投地區採收龍眼蜜，但是今年雨水晚到，當龍眼正在開花的季節，才遇到春雨報到，下雨造成溫度降低。龍眼花不分泌花蜜，蜂農預期今年又是減產的情況。"
"768.mp3","客委會委託資深音樂人袁永興，進行客家流行音樂產業調查計畫，調查時間從2020到2021年，針對40位客家歌手以及14家音樂產業相關業者，進行訪問調查。今天15日報告首度發表，客委會也希望藉此，發掘出更多客家流行音樂的發展性，並在音樂市場上，找出全新的定位與方向。"
"769.mp3","南投縣政府客家事務科向客委會爭取經費，在縣府及國姓鄉公所舉辦各10場的客語講故事活動，15日下午在國姓鄉立圖書館，由專業老師帶著幼童和家長一起快樂說客語，也希望能夠將母語落實在日常生活中。"
"770.mp3","每年4、5月是油桐花盛開的季節，全臺各地的桐花祭活動，也在這週紛紛開跑，目前花況如何，現在就透過鏡頭一同來看。"
"771.mp3","屏東縣各界慶祝佛陀2567年聖誕，聯合各宗教舉辦浴佛大典，參與的宗教團體，包含多家宮廟陣頭與天主教、基督長老教會以及安息日教會和學生團體，約7千人一同參與浴佛大典，加上臺灣南部久旱未雨，也同時進行祈雨法會。"
"772.mp3","將在6月24日到8月27日登場的第2屆浪漫臺三線藝術季，公布主視覺，以一台汽車乘載石虎、柿子等多樣代表臺三線的風土原素，加上橘色、綠色等繽紛大膽的色調，道出此次藝術季主題花啦嗶啵，同時也呈現樸實客庄、暗藏的豐富多元樣貌。"
"773.mp3","每逢春夏之際，雪白油桐花總能為客庄山頭妝點一番。新北市客家桐花祭系列活動，即日起開跑，新北市客家局也推出7條路線、50個梯次小旅行，15日由土城線打頭陣，邀請民眾以茶會友、吟客語詩，體驗在地人文風情。"
"774.mp3","苗栗縣頭份市的後花園，由於盛產東方美人茶，成了品茶賞花的絕佳去處。頭份市公所舉辦桐花小旅行活動，設置可愛的桐花小精靈看板，歡迎民眾到頭份後花園，賞花散步拍照打卡拿好禮。"
"775.mp3","屏東縣長治鄉崙上社區有一座廢棄的小公園，長年無人管理導致雜草叢生，去年崙上社區發展協會，獲得縣政府的經費補助，因而重新打造一座具備地方歷史風情的地景公園，現在已成為社區居民休憩的好去處。"
"776.mp3","初學客語者，現在不只有初級認證可報名，今年9月即將登場的基礎級認證，即日起開放報名到6月9日，客委會希望藉此，讓國小較低年級學童或初學者，能有更符合自身程度的認證測驗，另外新北市教育局本週公布，112學年度國小暨幼兒園教師甄選簡章，今年提高本土語認證加分，最多可加到6分。"
"777.mp3","迎接2023桐花祭到來，客委會14日在三義鄉舉辦開幕式，除了古禮祭拜伯公，為活動開幕祈福外，也希望以文學、戶外茶席及舉辦綠色市集等，呈現出有品味又特別的生活美學，細細感受在地文化特色。"
"778.mp3","苗栗縣獅潭鄉古道多，常吸引民眾到這裡爬山遊玩，一位返鄉青年為讓山友登山健行方便，利用在地桂竹自製古早味登山手杖，免費放在登山口，讓民眾自行使用。"
"779.mp3","新竹縣文化局和新竹縣中華花藝協會，14日在文化局美術館共同舉辦2023新竹遶桐花花藝特展，正展出豐富的作品，另外為了廣邀遊客造訪新竹縣今年還規畫了桐花小旅行，還打算帶遊客走訪古道，認識在地的人文故事。"
"780.mp3","位在桃園市楊梅的國際兒童村，1970年開始成立，以安置弱勢家庭兒童以及行為偏差兒童為主，目前村內有將近30位院童，大約3分之1院童有過動症等情況，院方原本要購買營養品給院童，有在地青年創立的生技公司，得知情況後，決定拋磚引玉，長期捐助營養品，到院童到18歲長大成人。"
"781.mp3","屏東縣竹田鄉去年年底通過國際慢城認證，是全臺第5座慢城，更是六堆第一個通過慢城的鄉鎮，在認證通過之後，如何發揮慢城精神，把竹田品牌推廣出去，營造慢城生活環境及整合輔導地方產業，是竹田社區及居民，引領期盼的下一個課題。"
"782.mp3","屏東六堆具有豐富的客庄特色文化節慶，然而不論舉辦的規模大小，幾乎都存在著籌措經費不易及因人力不足，而衍生的文化斷層問題，像麟洛的王爺奶奶回娘家，佳冬的百年新丁福廠，都面臨類似的狀況，如何使六堆客庄文化永續流傳，民間、官方、各界都必須好好重視。"
"783.mp3","苗栗縣政府工商發展處，13日下午邀集相關單位及學者，進行大桃坪廢棄土石堆置場，申請的非都市土地開發計畫審議，第一次現勘，當地村長及村民聽聞消息，再度集結抗議，堅決反對設置廢棄土石堆置場。"
"784.mp3","南投縣中寮鄉投22線改善工程第一期已經完成，南投縣政府今天13日在龍鳳瀑布舉辦通車儀式，而後續二、三期工程預計年底完成，屆時將會串連投26線，改善中寮鄉的交通及農產運輸情況。"
"785.mp3","高雄市圖書館和知名餐飲集團，品好書、讀好味公益合作計畫，今年以走讀在地好美味為主軸，分別由美濃與彌陀圖書分館，舉行兩場走讀活動，以串聯在地人文特色、生鮮食材，進行走讀與美食結合的文化饗宴。"
"786.mp3","電視電影最後一封情書，將在4月22日晚上9點，客家電視首播，劇中演員卡司堅強，邀請金鐘影后劉瑞琪，以及演員呂紹齊、林辰唏同台飆戲，內容以喜劇形式，談論沉重的善終權議題，大膽觸碰生死難題。"
"787.mp3","位於八卦山脈的彰化市福田里，當地有一處賞桐生態園區，現在油桐花正盛開，彰化市公所將於15日舉辦福田桐花小旅行活動，邀民眾前往健行賞桐花。"
"788.mp3","屏東縣西勢國小，位於竹田西勢客家庄，有學校，由於擔心學童沉迷玩3C產品，較少時間接觸大自然，罹患大自然缺失症，因此就以水資源議題，推展走讀水漾西勢閱讀推動方案，獲得教育部閱讀磐石獎，13日特別邀請繪本創作者陳維霖，到學校分享創作心得。"
"789.mp3","因應目前石門水庫蓄水率僅剩426，桃園市議會在水務局報告上，多位議員質詢市府水務局是否做好抗旱準備，桃園市水務局長劉振宇表示，已經盤點備用水源，桃園市環保局也早已針對現有戰備水井定期檢測。"
"790.mp3","近年來，臺東從東海岸、縱谷到南迴，都很流行舉辦地景藝術季，初估全縣約有百來件，大型戶外裝置藝術作品或公共藝術，但3、4月分別發生2起，遊客因與南迴藝術作品過度互動而受傷的事件後，三大藝術節的主辦單位，紛紛加強檢視作品結構及安全，初步有10多件作品將陸續拆除，避免再發生意外。"
"791.mp3","臺東關山舊火車站是東部幹線僅存的日治時期歐風建築，連同附近有百年歷史的日式老站長宿舍，都被指定為歷史建築，其它木造員工宿舍都早已被拆除，最後一棟2層樓的紅磚屋舊員工宿舍，也傳出今年將拆除，當地居民紛紛表達不捨，尤其關山鎮公所有意整區承租，規畫為文化傳承園區，盼臺鐵能暫緩拆除。"
"792.mp3","來自彰化二林的鄉土文學作家洪醒夫，在1982年時因車禍去世，近年在地的青年團隊蔗青文化工作室，將洪醒夫部分的文學作品，用影片的方式拍成歸鄉三部曲，預計今年9月將在全臺校園展開巡迴放映。"
"793.mp3","高雄美濃的憨兒就業輔導協會，平時透過捏陶訓練，讓學員學習一技之長，培養憨兒提升工作技能跟社會融合，為了增進人際互動能力，協會安排憨兒進入社區擔任講師，教長輩們捏陶，希望對未來投身職場有所幫助。"
"794.mp3","國際原物料價格高漲，仔豬流行性下痢死亡數增加，全球豬源供需失衡，讓豬肉價格飆漲，目前屏東縣毛豬市場，每公斤批發價創新高，零售價更高達每公斤160元，但市場小吃業者卻不敢調高售價，只好與消費者共體食艱，自行吸收漲價成本。"
"795.mp3","待會晚間10點就要首播的暗夜微光，今天12日下午，劇中演員阿喜、吳奕蓉、方大緯，和承載滿滿豆漿、早餐回憶的微光號餐車一起為戲宣傳，現場劇迷也用客語大聲互動。"
"796.mp3","花蓮最南端的富里鄉，因六十石山等觀光景點出名，不過當地居民表示，每年湧入的觀光客，和在地將近1萬的居住人口，在鐵路交通上，每天只有11班對號快車可利用，比鄰近鄉鎮少得多，希望臺鐵未來增加快車停靠。"
